model,train_Acc,train_AUC,test_Acc,test_AUC
Zscore_PCA_RFE_29_AE,0.7809,0.8686,0.7242,0.8033
Zscore_PCA_RFE_29_RF,1.0,1.0,0.7109,0.7945
Zscore_PCA_RFE_29_LR,0.7007,0.7906,0.6747,0.7597
Zscore_PCA_RFE_29_AB,0.6966,0.8017,0.6606,0.7588
Zscore_PCA_RFE_29_DT,1.0,1.0,0.6434,0.6157
Zscore_PCA_RFE_29_NB,0.6684,0.7354,0.6596,0.7253
Zscore_PCA_RFE_30_SVM,0.7233,0.8022,0.6954,0.7734
Zscore_PCA_RFE_30_LDA,0.7062,0.7999,0.679,0.7658
Zscore_PCA_RFE_30_AE,0.7572,0.8474,0.7169,0.8017
Zscore_PCA_RFE_30_RF,1.0,1.0,0.7092,0.7985
Zscore_PCA_RFE_30_LR,0.7006,0.7919,0.676,0.7612
Zscore_PCA_RFE_30_AB,0.7093,0.8027,0.6781,0.7595
Zscore_PCA_RFE_30_DT,1.0,1.0,0.647,0.6182
Zscore_PCA_RFE_30_NB,0.668,0.7358,0.6611,0.727
Zscore_PCA_RFE_31_SVM,0.7224,0.8035,0.6922,0.7742
Zscore_PCA_RFE_31_LDA,0.7168,0.8011,0.6851,0.7663
Zscore_PCA_RFE_31_AE,0.783,0.8708,0.7295,0.8117
Zscore_PCA_RFE_31_RF,1.0,1.0,0.7227,0.8006
Zscore_PCA_RFE_31_LR,0.6996,0.7935,0.6715,0.7624
Zscore_PCA_RFE_31_AB,0.7104,0.8037,0.6819,0.7611
Zscore_PCA_RFE_31_DT,1.0,1.0,0.6515,0.6223
Zscore_PCA_RFE_31_NB,0.6749,0.7353,0.6651,0.7259
Zscore_PCA_RFE_32_SVM,0.7184,0.8035,0.6911,0.7744
Zscore_PCA_RFE_32_LDA,0.7136,0.8016,0.6813,0.7667
Zscore_PCA_RFE_32_AE,0.7709,0.8553,0.7308,0.8034
Zscore_PCA_RFE_32_RF,1.0,1.0,0.7107,0.8004
Zscore_PCA_RFE_32_LR,0.7066,0.7938,0.6764,0.7633
Zscore_PCA_RFE_32_AB,0.7111,0.8041,0.6805,0.7629
Zscore_PCA_RFE_32_DT,1.0,1.0,0.6491,0.6175
Zscore_PCA_RFE_32_NB,0.6752,0.7362,0.6664,0.7266
Zscore_PCA_RFE_33_SVM,0.7216,0.8044,0.6967,0.7756
Zscore_PCA_RFE_33_LDA,0.7172,0.8023,0.6851,0.7674
Zscore_PCA_RFE_33_AE,0.7898,0.878,0.7331,0.8141
Zscore_PCA_RFE_33_RF,1.0,1.0,0.6994,0.7998
Zscore_PCA_RFE_33_LR,0.7024,0.7947,0.6768,0.764
Zscore_PCA_RFE_33_AB,0.7139,0.8051,0.6864,0.7613
Zscore_PCA_RFE_33_DT,1.0,1.0,0.6493,0.6204
Zscore_PCA_RFE_33_NB,0.6785,0.7359,0.6692,0.727
Zscore_PCA_RFE_34_SVM,0.7299,0.8048,0.709,0.7773
Zscore_PCA_RFE_34_LDA,0.7195,0.8026,0.6924,0.7691
Zscore_PCA_RFE_34_AE,0.7779,0.8682,0.7288,0.8142
Zscore_PCA_RFE_34_RF,1.0,1.0,0.7101,0.8034
Zscore_PCA_RFE_34_LR,0.6886,0.7949,0.6662,0.7651
Zscore_PCA_RFE_34_AB,0.7139,0.8051,0.6864,0.7613
Zscore_PCA_RFE_34_DT,1.0,1.0,0.6466,0.6176
Zscore_PCA_RFE_34_NB,0.6715,0.7368,0.6638,0.7281
Zscore_PCA_RFE_35_SVM,0.722,0.8055,0.7026,0.7785
Zscore_PCA_RFE_35_LDA,0.7189,0.8036,0.692,0.7708
Zscore_PCA_RFE_35_AE,0.7513,0.8421,0.718,0.8023
Zscore_PCA_RFE_35_RF,1.0,1.0,0.7028,0.8011
Zscore_PCA_RFE_35_LR,0.6934,0.7955,0.6709,0.7663
Zscore_PCA_RFE_35_AB,0.711,0.8054,0.6773,0.7618
Zscore_PCA_RFE_35_DT,1.0,1.0,0.6449,0.6151
Zscore_PCA_RFE_35_NB,0.6745,0.7362,0.6694,0.7299
Zscore_PCA_RFE_36_SVM,0.7115,0.8073,0.6883,0.7821
Zscore_PCA_RFE_36_LDA,0.7148,0.805,0.6894,0.7733
Zscore_PCA_RFE_36_AE,0.7882,0.8774,0.7408,0.8184
Zscore_PCA_RFE_36_RF,1.0,1.0,0.7139,0.8037
Zscore_PCA_RFE_36_LR,0.716,0.7956,0.689,0.7664
Zscore_PCA_RFE_36_AB,0.71,0.808,0.68,0.764
Zscore_PCA_RFE_36_DT,1.0,1.0,0.6431,0.6133
Zscore_PCA_RFE_36_NB,0.6713,0.7343,0.6711,0.7296
Zscore_PCA_RFE_37_SVM,0.7179,0.8094,0.6954,0.783
Zscore_PCA_RFE_37_LDA,0.7111,0.8056,0.6868,0.7736
Zscore_PCA_RFE_37_AE,0.788,0.8786,0.7346,0.816
Zscore_PCA_RFE_37_RF,1.0,1.0,0.7207,0.8057
Zscore_PCA_RFE_37_LR,0.7123,0.7975,0.6834,0.7675
Zscore_PCA_RFE_37_AB,0.7105,0.808,0.6828,0.7637
Zscore_PCA_RFE_37_DT,1.0,1.0,0.6397,0.6081
Zscore_PCA_RFE_37_NB,0.6729,0.7335,0.6728,0.7291
Zscore_PCA_RFE_38_SVM,0.7271,0.8103,0.7056,0.7851
Zscore_PCA_RFE_38_LDA,0.7181,0.8066,0.6911,0.7755
Zscore_PCA_RFE_38_AE,0.7973,0.8868,0.7359,0.8151
Zscore_PCA_RFE_38_RF,1.0,1.0,0.6973,0.8021
Zscore_PCA_RFE_38_LR,0.7133,0.7977,0.6841,0.7678
Zscore_PCA_RFE_38_AB,0.707,0.8092,0.6745,0.7638
Zscore_PCA_RFE_38_DT,1.0,1.0,0.6295,0.5997
Zscore_PCA_RFE_38_NB,0.6782,0.7331,0.676,0.7267
Zscore_PCA_RFE_39_SVM,0.7292,0.8127,0.7073,0.7852
Zscore_PCA_RFE_39_LDA,0.7144,0.8083,0.6883,0.776
Zscore_PCA_RFE_39_AE,0.7787,0.8747,0.7323,0.8163
Zscore_PCA_RFE_39_RF,1.0,1.0,0.6996,0.8019
Zscore_PCA_RFE_39_LR,0.72,0.8004,0.6922,0.7691
Zscore_PCA_RFE_39_AB,0.7136,0.8104,0.6849,0.7642
Zscore_PCA_RFE_39_DT,1.0,1.0,0.6485,0.6175
Zscore_PCA_RFE_39_NB,0.6768,0.7321,0.6753,0.7256
Zscore_PCA_RFE_40_SVM,0.7282,0.8136,0.7069,0.7869
Zscore_PCA_RFE_40_LDA,0.7153,0.809,0.6886,0.7777
Zscore_PCA_RFE_40_AE,0.7983,0.8927,0.7427,0.8225
Zscore_PCA_RFE_40_RF,1.0,1.0,0.702,0.8055
Zscore_PCA_RFE_40_LR,0.7071,0.8011,0.6807,0.7705
Zscore_PCA_RFE_40_AB,0.7122,0.8105,0.679,0.7635
Zscore_PCA_RFE_40_DT,1.0,1.0,0.6387,0.6059
Zscore_PCA_RFE_40_NB,0.6787,0.7316,0.676,0.7256
Zscore_PCA_Relief_1_SVM,0.4405,0.5138,0.4291,0.5032
Zscore_PCA_Relief_1_LDA,0.4402,0.5138,0.4293,0.5032
Zscore_PCA_Relief_1_AE,0.4439,0.5179,0.4306,0.5214
Zscore_PCA_Relief_1_RF,0.9998,1.0,0.5425,0.5098
Zscore_PCA_Relief_1_LR,0.4405,0.5138,0.4293,0.5032
Zscore_PCA_Relief_1_AB,0.5152,0.5397,0.5099,0.5221
Zscore_PCA_Relief_1_DT,0.9998,1.0,0.5421,0.5052
Zscore_PCA_Relief_1_NB,0.4399,0.5137,0.4291,0.5029
Zscore_PCA_Relief_2_SVM,0.6383,0.5017,0.6284,0.4799
Zscore_PCA_Relief_2_LDA,0.5483,0.5211,0.5197,0.4959
Zscore_PCA_Relief_2_AE,0.5836,0.5492,0.5879,0.554
Zscore_PCA_Relief_2_RF,1.0,1.0,0.5694,0.5486
Zscore_PCA_Relief_2_LR,0.5488,0.5212,0.5208,0.496
Zscore_PCA_Relief_2_AB,0.5712,0.5746,0.5619,0.5628
Zscore_PCA_Relief_2_DT,1.0,1.0,0.5538,0.518
Zscore_PCA_Relief_2_NB,0.5347,0.5468,0.5331,0.5447
Zscore_PCA_Relief_3_SVM,0.5904,0.5285,0.5758,0.5017
Zscore_PCA_Relief_3_LDA,0.5342,0.5776,0.5155,0.5549
Zscore_PCA_Relief_3_AE,0.5693,0.6174,0.5545,0.6079
Zscore_PCA_Relief_3_RF,1.0,1.0,0.5762,0.5957
Zscore_PCA_Relief_3_LR,0.5032,0.5774,0.4839,0.5547
Zscore_PCA_Relief_3_AB,0.5522,0.6212,0.531,0.6026
Zscore_PCA_Relief_3_DT,1.0,1.0,0.5719,0.5379
Zscore_PCA_Relief_3_NB,0.5719,0.5951,0.5754,0.5965
Zscore_PCA_Relief_4_SVM,0.5803,0.5534,0.5564,0.5115
Zscore_PCA_Relief_4_LDA,0.5229,0.5799,0.4961,0.5508
Zscore_PCA_Relief_4_AE,0.5905,0.6368,0.5928,0.6346
Zscore_PCA_Relief_4_RF,1.0,1.0,0.5884,0.6272
Zscore_PCA_Relief_4_LR,0.5243,0.5794,0.4995,0.5503
Zscore_PCA_Relief_4_AB,0.5886,0.6372,0.57,0.6194
Zscore_PCA_Relief_4_DT,1.0,1.0,0.5773,0.5454
Zscore_PCA_Relief_4_NB,0.5491,0.591,0.5504,0.589
Zscore_PCA_Relief_5_SVM,0.5803,0.5534,0.5564,0.5115
Zscore_PCA_Relief_5_LDA,0.5235,0.5799,0.4971,0.5507
Zscore_PCA_Relief_5_AE,0.5808,0.6344,0.5805,0.6248
Zscore_PCA_Relief_5_RF,1.0,1.0,0.5869,0.6284
Zscore_PCA_Relief_5_LR,0.5243,0.5794,0.4995,0.5503
Zscore_PCA_Relief_5_AB,0.5886,0.6372,0.57,0.6194
Zscore_PCA_Relief_5_DT,1.0,1.0,0.5734,0.5433
Zscore_PCA_Relief_5_NB,0.5491,0.591,0.5504,0.589
Zscore_PCA_Relief_6_SVM,0.6084,0.6155,0.5852,0.5796
Zscore_PCA_Relief_6_LDA,0.6041,0.625,0.5837,0.5965
Zscore_PCA_Relief_6_AE,0.6579,0.7023,0.6338,0.6665
Zscore_PCA_Relief_6_RF,1.0,1.0,0.6425,0.677
Zscore_PCA_Relief_6_LR,0.6083,0.6237,0.5892,0.5926
Zscore_PCA_Relief_6_AB,0.6337,0.6696,0.6101,0.6395
Zscore_PCA_Relief_6_DT,1.0,1.0,0.5881,0.5603
Zscore_PCA_Relief_6_NB,0.596,0.6336,0.5849,0.6178
Zscore_PCA_Relief_7_SVM,0.6084,0.6155,0.5852,0.5796
Zscore_PCA_Relief_7_LDA,0.6042,0.6251,0.5826,0.5968
Zscore_PCA_Relief_7_AE,0.6592,0.7045,0.6359,0.6704
Zscore_PCA_Relief_7_RF,1.0,1.0,0.6397,0.6788
Zscore_PCA_Relief_7_LR,0.6083,0.6237,0.5892,0.5926
Zscore_PCA_Relief_7_AB,0.6337,0.6696,0.6101,0.6395
Zscore_PCA_Relief_7_DT,1.0,1.0,0.5909,0.561
Zscore_PCA_Relief_7_NB,0.596,0.6336,0.5849,0.6178
Zscore_PCA_Relief_8_SVM,0.6083,0.6126,0.5822,0.575
Zscore_PCA_Relief_8_LDA,0.6045,0.6251,0.5824,0.597
Zscore_PCA_Relief_8_AE,0.6629,0.7005,0.641,0.6633
Zscore_PCA_Relief_8_RF,1.0,1.0,0.6321,0.6836
Zscore_PCA_Relief_8_LR,0.6083,0.6237,0.5892,0.5926
Zscore_PCA_Relief_8_AB,0.6467,0.6716,0.6274,0.6416
Zscore_PCA_Relief_8_DT,1.0,1.0,0.5969,0.5699
Zscore_PCA_Relief_8_NB,0.6011,0.6322,0.5875,0.6167
Zscore_PCA_Relief_9_SVM,0.6083,0.6126,0.5822,0.575
Zscore_PCA_Relief_9_LDA,0.6042,0.6251,0.5824,0.5971
Zscore_PCA_Relief_9_AE,0.6506,0.7033,0.6295,0.6703
Zscore_PCA_Relief_9_RF,1.0,1.0,0.6346,0.6846
Zscore_PCA_Relief_9_LR,0.6083,0.6237,0.5892,0.5926
Zscore_PCA_Relief_9_AB,0.6467,0.6716,0.6274,0.6416
Zscore_PCA_Relief_9_DT,1.0,1.0,0.5965,0.5673
Zscore_PCA_Relief_9_NB,0.6011,0.6322,0.5875,0.6167
Zscore_PCA_Relief_10_SVM,0.6083,0.6126,0.5822,0.575
Zscore_PCA_Relief_10_LDA,0.6004,0.6251,0.5764,0.5971
Zscore_PCA_Relief_10_AE,0.6496,0.715,0.6216,0.6761
Zscore_PCA_Relief_10_RF,1.0,1.0,0.6312,0.6843
Zscore_PCA_Relief_10_LR,0.6083,0.6237,0.5892,0.5926
Zscore_PCA_Relief_10_AB,0.6467,0.6716,0.6274,0.6416
Zscore_PCA_Relief_10_DT,1.0,1.0,0.5918,0.5633
Zscore_PCA_Relief_10_NB,0.6011,0.6322,0.5875,0.6167
Zscore_PCA_Relief_11_SVM,0.614,0.6131,0.5905,0.5742
Zscore_PCA_Relief_11_LDA,0.6145,0.6272,0.5899,0.5939
Zscore_PCA_Relief_11_AE,0.6329,0.7104,0.6037,0.6726
Zscore_PCA_Relief_11_RF,1.0,1.0,0.6574,0.6933
Zscore_PCA_Relief_11_LR,0.5917,0.6265,0.5656,0.5926
Zscore_PCA_Relief_11_AB,0.6437,0.6844,0.6212,0.6459
Zscore_PCA_Relief_11_DT,1.0,1.0,0.6035,0.5751
Zscore_PCA_Relief_11_NB,0.5871,0.6175,0.5743,0.5961
Zscore_PCA_Relief_12_SVM,0.6212,0.6388,0.5984,0.6001
Zscore_PCA_Relief_12_LDA,0.6084,0.6485,0.5918,0.6127
Zscore_PCA_Relief_12_AE,0.6474,0.7295,0.6218,0.674
Zscore_PCA_Relief_12_RF,1.0,1.0,0.6525,0.6968
Zscore_PCA_Relief_12_LR,0.6253,0.6488,0.6037,0.6133
Zscore_PCA_Relief_12_AB,0.6329,0.6976,0.6009,0.6517
Zscore_PCA_Relief_12_DT,1.0,1.0,0.5956,0.5638
Zscore_PCA_Relief_12_NB,0.5866,0.6196,0.5786,0.598
Zscore_PCA_Relief_13_SVM,0.6117,0.6341,0.5901,0.6016
Zscore_PCA_Relief_13_LDA,0.6143,0.6487,0.5977,0.6115
Zscore_PCA_Relief_13_AE,0.6821,0.7576,0.6457,0.697
Zscore_PCA_Relief_13_RF,1.0,1.0,0.6704,0.7066
Zscore_PCA_Relief_13_LR,0.6255,0.6487,0.6035,0.6133
Zscore_PCA_Relief_13_AB,0.6272,0.7,0.5922,0.656
Zscore_PCA_Relief_13_DT,1.0,1.0,0.6116,0.5832
Zscore_PCA_Relief_13_NB,0.583,0.6113,0.5694,0.5861
Zscore_PCA_Relief_14_SVM,0.6527,0.5483,0.6299,0.5169
Zscore_PCA_Relief_14_LDA,0.6203,0.6519,0.602,0.6174
Zscore_PCA_Relief_14_AE,0.677,0.7476,0.6498,0.7055
Zscore_PCA_Relief_14_RF,1.0,1.0,0.6664,0.7181
Zscore_PCA_Relief_14_LR,0.6336,0.652,0.6122,0.62
Zscore_PCA_Relief_14_AB,0.6463,0.7075,0.6178,0.6642
Zscore_PCA_Relief_14_DT,1.0,1.0,0.6129,0.5866
Zscore_PCA_Relief_14_NB,0.573,0.6143,0.5609,0.5911
Zscore_PCA_Relief_15_SVM,0.6265,0.7029,0.5922,0.6588
Zscore_PCA_Relief_15_LDA,0.6387,0.7055,0.6048,0.6615
Zscore_PCA_Relief_15_AE,0.721,0.8083,0.6783,0.7528
Zscore_PCA_Relief_15_RF,1.0,1.0,0.6826,0.7482
Zscore_PCA_Relief_15_LR,0.62,0.7065,0.5899,0.6626
Zscore_PCA_Relief_15_AB,0.6455,0.7528,0.6065,0.7064
Zscore_PCA_Relief_15_DT,1.0,1.0,0.6216,0.593
Zscore_PCA_Relief_15_NB,0.5796,0.6737,0.5557,0.6456
Zscore_PCA_Relief_16_SVM,0.6239,0.7183,0.582,0.6761
Zscore_PCA_Relief_16_LDA,0.6359,0.7218,0.5896,0.6793
Zscore_PCA_Relief_16_AE,0.7188,0.8116,0.6834,0.7578
Zscore_PCA_Relief_16_RF,1.0,1.0,0.676,0.7525
Zscore_PCA_Relief_16_LR,0.6305,0.7221,0.5926,0.6814
Zscore_PCA_Relief_16_AB,0.6577,0.7539,0.6205,0.7099
Zscore_PCA_Relief_16_DT,1.0,1.0,0.6193,0.5943
Zscore_PCA_Relief_16_NB,0.6046,0.6882,0.5764,0.6592
Zscore_PCA_Relief_17_SVM,0.6359,0.7208,0.6003,0.6822
Zscore_PCA_Relief_17_LDA,0.6347,0.7238,0.5941,0.6829
Zscore_PCA_Relief_17_AE,0.6916,0.7902,0.667,0.7479
Zscore_PCA_Relief_17_RF,1.0,1.0,0.6738,0.7509
Zscore_PCA_Relief_17_LR,0.6392,0.7246,0.5975,0.6864
Zscore_PCA_Relief_17_AB,0.6562,0.7553,0.6316,0.7129
Zscore_PCA_Relief_17_DT,1.0,1.0,0.6229,0.5947
Zscore_PCA_Relief_17_NB,0.6095,0.6906,0.5813,0.6635
Zscore_PCA_Relief_18_SVM,0.6359,0.7208,0.6003,0.6822
Zscore_PCA_Relief_18_LDA,0.6352,0.7238,0.5943,0.6829
Zscore_PCA_Relief_18_AE,0.7029,0.7995,0.6711,0.7521
Zscore_PCA_Relief_18_RF,1.0,1.0,0.6741,0.7531
Zscore_PCA_Relief_18_LR,0.6392,0.7246,0.5975,0.6864
Zscore_PCA_Relief_18_AB,0.6562,0.7553,0.6316,0.7129
Zscore_PCA_Relief_18_DT,1.0,1.0,0.6308,0.6023
Zscore_PCA_Relief_18_NB,0.6095,0.6906,0.5813,0.6635
Zscore_PCA_Relief_19_SVM,0.6359,0.7208,0.6003,0.6823
Zscore_PCA_Relief_19_LDA,0.6448,0.7252,0.5992,0.685
Zscore_PCA_Relief_19_AE,0.7156,0.8089,0.6779,0.7574
Zscore_PCA_Relief_19_RF,1.0,1.0,0.6886,0.7694
Zscore_PCA_Relief_19_LR,0.6392,0.7246,0.5975,0.6864
Zscore_PCA_Relief_19_AB,0.6611,0.7564,0.6242,0.7117
Zscore_PCA_Relief_19_DT,1.0,1.0,0.6203,0.5896
Zscore_PCA_Relief_19_NB,0.5926,0.6923,0.5745,0.6679
Zscore_PCA_Relief_20_SVM,0.6359,0.7208,0.6003,0.6823
Zscore_PCA_Relief_20_LDA,0.6473,0.7252,0.5973,0.6848
Zscore_PCA_Relief_20_AE,0.7073,0.7895,0.6709,0.7487
Zscore_PCA_Relief_20_RF,1.0,1.0,0.6856,0.7697
Zscore_PCA_Relief_20_LR,0.6392,0.7246,0.5975,0.6864
Zscore_PCA_Relief_20_AB,0.6611,0.7564,0.6242,0.7117
Zscore_PCA_Relief_20_DT,1.0,1.0,0.6289,0.5984
Zscore_PCA_Relief_20_NB,0.5926,0.6923,0.5745,0.6679
Zscore_PCA_Relief_21_SVM,0.6313,0.7217,0.598,0.684
Zscore_PCA_Relief_21_LDA,0.6413,0.7257,0.5973,0.6855
Zscore_PCA_Relief_21_AE,0.7147,0.8121,0.6775,0.7619
Zscore_PCA_Relief_21_RF,1.0,1.0,0.6905,0.7767
Zscore_PCA_Relief_21_LR,0.6342,0.7252,0.5954,0.6874
Zscore_PCA_Relief_21_AB,0.6519,0.7564,0.6199,0.7085
Zscore_PCA_Relief_21_DT,1.0,1.0,0.6291,0.5982
Zscore_PCA_Relief_21_NB,0.5905,0.6932,0.5707,0.6696
Zscore_PCA_Relief_22_SVM,0.6311,0.7211,0.5918,0.6833
Zscore_PCA_Relief_22_LDA,0.6424,0.7258,0.5958,0.6855
Zscore_PCA_Relief_22_AE,0.7235,0.8257,0.6854,0.7716
Zscore_PCA_Relief_22_RF,1.0,1.0,0.6849,0.7798
Zscore_PCA_Relief_22_LR,0.6341,0.7252,0.5948,0.6873
Zscore_PCA_Relief_22_AB,0.6639,0.7584,0.6318,0.7127
Zscore_PCA_Relief_22_DT,1.0,1.0,0.624,0.5966
Zscore_PCA_Relief_22_NB,0.596,0.6921,0.5777,0.6692
Zscore_PCA_Relief_23_SVM,0.631,0.7211,0.5926,0.6835
Zscore_PCA_Relief_23_LDA,0.651,0.7258,0.6022,0.6869
Zscore_PCA_Relief_23_AE,0.7153,0.814,0.6843,0.7631
Zscore_PCA_Relief_23_RF,1.0,1.0,0.6745,0.781
Zscore_PCA_Relief_23_LR,0.6359,0.7252,0.5988,0.689
Zscore_PCA_Relief_23_AB,0.656,0.7596,0.6237,0.714
Zscore_PCA_Relief_23_DT,1.0,1.0,0.6295,0.5999
Zscore_PCA_Relief_23_NB,0.6016,0.6942,0.5811,0.6729
Zscore_PCA_Relief_24_SVM,0.631,0.7211,0.5926,0.6835
Zscore_PCA_Relief_24_LDA,0.6497,0.7261,0.6026,0.6872
Zscore_PCA_Relief_24_AE,0.7527,0.8442,0.6981,0.7781
Zscore_PCA_Relief_24_RF,1.0,1.0,0.6909,0.78
Zscore_PCA_Relief_24_LR,0.6359,0.7252,0.5988,0.689
Zscore_PCA_Relief_24_AB,0.656,0.7596,0.6237,0.714
Zscore_PCA_Relief_24_DT,1.0,1.0,0.6304,0.6006
Zscore_PCA_Relief_24_NB,0.6016,0.6942,0.5811,0.6729
Zscore_PCA_Relief_25_SVM,0.631,0.7211,0.5926,0.6835
Zscore_PCA_Relief_25_LDA,0.6466,0.7262,0.6003,0.687
Zscore_PCA_Relief_25_AE,0.7237,0.8167,0.6845,0.7686
Zscore_PCA_Relief_25_RF,1.0,1.0,0.6851,0.7764
Zscore_PCA_Relief_25_LR,0.6359,0.7252,0.5988,0.689
Zscore_PCA_Relief_25_AB,0.656,0.7596,0.6237,0.714
Zscore_PCA_Relief_25_DT,1.0,1.0,0.6265,0.598
Zscore_PCA_Relief_25_NB,0.6016,0.6942,0.5811,0.6729
Zscore_PCA_Relief_26_SVM,0.6282,0.7215,0.5939,0.6833
Zscore_PCA_Relief_26_LDA,0.645,0.7265,0.6001,0.6868
Zscore_PCA_Relief_26_AE,0.7443,0.8394,0.6924,0.7746
Zscore_PCA_Relief_26_RF,1.0,1.0,0.6864,0.7845
Zscore_PCA_Relief_26_LR,0.6424,0.7256,0.6033,0.6889
Zscore_PCA_Relief_26_AB,0.656,0.7596,0.6237,0.714
Zscore_PCA_Relief_26_DT,1.0,1.0,0.6325,0.6035
Zscore_PCA_Relief_26_NB,0.594,0.6877,0.5764,0.6671
Zscore_PCA_Relief_27_SVM,0.6399,0.7226,0.6001,0.6839
Zscore_PCA_Relief_27_LDA,0.6492,0.727,0.6022,0.6873
Zscore_PCA_Relief_27_AE,0.7348,0.826,0.6979,0.7752
Zscore_PCA_Relief_27_RF,1.0,1.0,0.6894,0.7853
Zscore_PCA_Relief_27_LR,0.6409,0.7261,0.6005,0.6896
Zscore_PCA_Relief_27_AB,0.6611,0.7601,0.631,0.7188
Zscore_PCA_Relief_27_DT,1.0,1.0,0.6376,0.607
Zscore_PCA_Relief_27_NB,0.5924,0.6885,0.5796,0.6724
Zscore_PCA_Relief_28_SVM,0.6399,0.7226,0.6001,0.6839
Zscore_PCA_Relief_28_LDA,0.6441,0.7269,0.6041,0.6879
Zscore_PCA_Relief_28_AE,0.7313,0.8219,0.6832,0.7652
Zscore_PCA_Relief_28_RF,1.0,1.0,0.6913,0.7855
Zscore_PCA_Relief_28_LR,0.6409,0.7261,0.6005,0.6896
Zscore_PCA_Relief_28_AB,0.6611,0.7601,0.631,0.7188
Zscore_PCA_Relief_28_DT,1.0,1.0,0.6414,0.6117
Zscore_PCA_Relief_28_NB,0.5924,0.6885,0.5796,0.6724
Zscore_PCA_Relief_29_SVM,0.6421,0.7242,0.6029,0.6856
Zscore_PCA_Relief_29_LDA,0.6545,0.7283,0.6133,0.69
Zscore_PCA_Relief_29_AE,0.7312,0.8248,0.6839,0.7756
Zscore_PCA_Relief_29_RF,1.0,1.0,0.69,0.7852
Zscore_PCA_Relief_29_LR,0.6391,0.7271,0.6056,0.692
Zscore_PCA_Relief_29_AB,0.6673,0.7625,0.6368,0.7196
Zscore_PCA_Relief_29_DT,1.0,1.0,0.6353,0.6051
Zscore_PCA_Relief_29_NB,0.5959,0.6911,0.582,0.6762
Zscore_PCA_Relief_30_SVM,0.6421,0.7242,0.6029,0.6856
Zscore_PCA_Relief_30_LDA,0.6573,0.7283,0.6171,0.6899
Zscore_PCA_Relief_30_AE,0.7345,0.8304,0.6836,0.7668
Zscore_PCA_Relief_30_RF,1.0,1.0,0.6994,0.783
Zscore_PCA_Relief_30_LR,0.6391,0.7271,0.6056,0.692
Zscore_PCA_Relief_30_AB,0.6673,0.7625,0.6368,0.7196
Zscore_PCA_Relief_30_DT,1.0,1.0,0.6342,0.6042
Zscore_PCA_Relief_30_NB,0.5959,0.6911,0.582,0.6762
Zscore_PCA_Relief_31_SVM,0.6421,0.7242,0.6029,0.6856
Zscore_PCA_Relief_31_LDA,0.6551,0.7284,0.6148,0.6902
Zscore_PCA_Relief_31_AE,0.7436,0.8346,0.6952,0.7794
Zscore_PCA_Relief_31_RF,1.0,1.0,0.6877,0.7827
Zscore_PCA_Relief_31_LR,0.6391,0.7271,0.6056,0.692
Zscore_PCA_Relief_31_AB,0.6673,0.7625,0.6368,0.7196
Zscore_PCA_Relief_31_DT,1.0,1.0,0.6393,0.6093
Zscore_PCA_Relief_31_NB,0.5959,0.6911,0.582,0.6762
Zscore_PCA_Relief_32_SVM,0.6421,0.7242,0.6029,0.6856
Zscore_PCA_Relief_32_LDA,0.656,0.7284,0.6159,0.6902
Zscore_PCA_Relief_32_AE,0.7438,0.842,0.6896,0.7729
Zscore_PCA_Relief_32_RF,1.0,1.0,0.7009,0.7871
Zscore_PCA_Relief_32_LR,0.6391,0.7271,0.6056,0.692
Zscore_PCA_Relief_32_AB,0.6673,0.7625,0.6368,0.7196
Zscore_PCA_Relief_32_DT,1.0,1.0,0.637,0.6058
Zscore_PCA_Relief_32_NB,0.5959,0.6911,0.582,0.6762
Zscore_PCA_Relief_33_SVM,0.645,0.7272,0.609,0.6908
Zscore_PCA_Relief_33_LDA,0.6551,0.7315,0.6208,0.6957
Zscore_PCA_Relief_33_AE,0.7453,0.8438,0.6973,0.7815
Zscore_PCA_Relief_33_RF,1.0,1.0,0.6862,0.7827
Zscore_PCA_Relief_33_LR,0.6632,0.7306,0.6295,0.6979
Zscore_PCA_Relief_33_AB,0.682,0.7649,0.6489,0.7237
Zscore_PCA_Relief_33_DT,1.0,1.0,0.6399,0.6096
Zscore_PCA_Relief_33_NB,0.614,0.6862,0.6084,0.6779
Zscore_PCA_Relief_34_SVM,0.645,0.7272,0.609,0.6908
Zscore_PCA_Relief_34_LDA,0.6479,0.7323,0.6163,0.6966
Zscore_PCA_Relief_34_AE,0.7654,0.852,0.7013,0.7803
Zscore_PCA_Relief_34_RF,1.0,1.0,0.6892,0.7853
Zscore_PCA_Relief_34_LR,0.6632,0.7306,0.6295,0.6979
Zscore_PCA_Relief_34_AB,0.682,0.7649,0.6489,0.7237
Zscore_PCA_Relief_34_DT,1.0,1.0,0.6436,0.6149
Zscore_PCA_Relief_34_NB,0.614,0.6862,0.6084,0.6779
Zscore_PCA_Relief_35_SVM,0.6412,0.7284,0.6065,0.6908
Zscore_PCA_Relief_35_LDA,0.6496,0.7331,0.6148,0.6957
Zscore_PCA_Relief_35_AE,0.7454,0.833,0.7086,0.7871
Zscore_PCA_Relief_35_RF,1.0,1.0,0.7146,0.788
Zscore_PCA_Relief_35_LR,0.6545,0.7313,0.625,0.6975
Zscore_PCA_Relief_35_AB,0.682,0.7649,0.6489,0.7237
Zscore_PCA_Relief_35_DT,1.0,1.0,0.6478,0.6202
